amenity,lat,lon,name,category,amnt_id,neighbourhood
restaurant,49.274322509765625,-123.12377166748047,Tasty Indian Bistro,Food,318,Central Business District
bar,49.274131774902344,-123.12411499023438,Soho,Nightlife,319,Central Business District
bar,49.275390625,-123.12164306640625,Yaletown Distilling Company,Nightlife,320,Central Business District
restaurant,49.275169372558594,-123.12257385253906,Hapa Izakaya,Food,321,Central Business District
fast_food,49.27505111694336,-123.12215423583984,Living Produce Aisle,Food,322,Central Business District
restaurant,49.27510452270508,-123.12208557128906,The Flying Pig,Food,323,Central Business District
restaurant,49.27529525756836,-123.12118530273438,Robba Da Matti,Food,324,Central Business District
bar,49.27524948120117,-123.12126922607422,The Distillery Bar,Nightlife,325,Central Business District
restaurant,49.2751579284668,-123.12139129638672,Paulies Kitchen,Food,326,Central Business District
restaurant,49.275062561035156,-123.12107849121094,Zend Conscious Lounge,Food,327,Central Business District
fast_food,49.27511215209961,-123.1214599609375,Mister,Food,328,Central Business District
restaurant,49.274837493896484,-123.12188720703125,Sushi Maro,Food,329,Central Business District
cafe,49.282981872558594,-123.10987091064453,New Amsterdam Cafe,Food,330,Central Business District
restaurant,49.261329650878906,-123.10075378417969,Josephines Restaurant and Catering,Food,331,Mount Pleasant
bar,49.26167297363281,-123.10074615478516,The Cascade,Nightlife,332,Mount Pleasant
restaurant,49.26174545288086,-123.10074615478516,Charlie's Little Italian,Food,333,Mount Pleasant
cafe,49.2624397277832,-123.10071563720703,Bean Around The World,Food,334,Mount Pleasant
restaurant,49.26252365112305,-123.1007080078125,Cafe Barney,Food,335,Mount Pleasant
restaurant,49.26316833496094,-123.10071563720703,Frenchies Diner,Food,336,Mount Pleasant
fast_food,49.263301849365234,-123.10071563720703,Pizza 604,Food,337,Mount Pleasant
restaurant,49.26311111450195,-123.10187530517578,Chutney Villa,Food,338,Mount Pleasant
cafe,49.26244354248047,-123.10128021240234,Kafka's Coffee and Tea,Food,339,Mount Pleasant
restaurant,49.26356887817383,-123.10065460205078,The Wallflower,Food,340,Mount Pleasant
cafe,49.262237548828125,-123.1012954711914,Sunny Spot,Food,341,Mount Pleasant
ice_cream,49.2481575012207,-123.10089874267578,Yum Sweet Shop,Food,342,Riley Park
taxi,49.28718185424805,-123.11299896240234,Taxi,Transportation,343,Central Business District
bicycle_rental,49.28909683227539,-123.121826171875,Cordova & Bute,Transportation,344,Central Business District
restaurant,49.25569534301758,-123.08965301513672,Bells And Whistles,Food,345,Kensington-Cedar Cottage
bicycle_rental,49.2649040222168,-123.08122253417969,Glen & 6th,Transportation,346,Strathcona
bicycle_rental,49.261470794677734,-123.08948516845703,10th & Fraser,Transportation,347,Mount Pleasant
bicycle_rental,49.264923095703125,-123.07945251464844,Keith & 6th,Transportation,348,Strathcona
bicycle_rental,49.26131820678711,-123.08528900146484,St Catherines & 10th,Transportation,349,Mount Pleasant
bicycle_rental,49.26213073730469,-123.08148956298828,Glen & Broadway,Transportation,350,Mount Pleasant
bicycle_rental,49.262306213378906,-123.09306335449219,St. George & Broadway,Transportation,351,Mount Pleasant
restaurant,49.25594711303711,-123.08779907226562,Thanh Thanh,Food,352,Kensington-Cedar Cottage
restaurant,49.28262710571289,-123.12521362304688,Le Crocrodile,Food,353,West End
restaurant,49.26382827758789,-123.1413803100586,Earls,Food,354,Fairview
fast_food,49.26344680786133,-123.13806915283203,McDonald's,Food,355,Fairview
cafe,49.265628814697266,-123.25435638427734,Tim Hortons,Food,356,West Point Grey
fast_food,49.26567077636719,-123.2542724609375,Pizza Pizza,Food,357,West Point Grey
fast_food,49.26556396484375,-123.25433349609375,Stackables,Food,358,West Point Grey
cafe,49.267303466796875,-123.25269317626953,Ike's Café,Food,359,West Point Grey
restaurant,49.2658576965332,-123.25444030761719,Triple O's,Food,360,West Point Grey
fast_food,49.26018524169922,-123.24839782714844,Tim Hortons,Food,361,West Point Grey
bank,49.234039306640625,-123.1158676147461,CIBC,Business,362,Riley Park
bank,49.234580993652344,-123.11570739746094,Vancity,Business,363,Riley Park
fast_food,49.226749420166016,-123.12886810302734,A&W,Food,364,Oakridge
restaurant,49.2835807800293,-123.10406494140625,Local Public Eatery,Food,365,Central Business District
bar,49.28325271606445,-123.10537719726562,Gringo,Nightlife,366,Central Business District
bus_station,49.219852447509766,-123.0656967163086,54th Avenue Loop,Transportation,367,Victoria-Fraserview
bus_station,49.213829040527344,-123.140625,63rd Avenue Loop,Transportation,368,Marpole
fast_food,49.27967071533203,-123.12211608886719,Harvey's,Food,369,Central Business District
restaurant,49.24755096435547,-123.10135650634766,Restaurant Yugo,Food,370,Riley Park
bus_station,49.210174560546875,-123.06477355957031,Harrison Loop,Transportation,371,Victoria-Fraserview
fast_food,49.23326873779297,-123.10127258300781,Subway,Food,372,Riley Park
cafe,49.2347526550293,-123.15826416015625,Tim Hortons,Food,373,Arbutus Ridge
theatre,49.27340316772461,-123.15827941894531,Kitsilano Showboat,Attraction,374,Kitsilano
cafe,49.2729377746582,-123.09979248046875,Starbucks,Food,375,Strathcona
fast_food,49.27396011352539,-123.09805297851562,A&W,Food,376,Strathcona
pub,49.266578674316406,-123.25016784667969,The Pit,Nightlife,377,West Point Grey
fast_food,49.2730827331543,-123.10397338867188,White Spot Triple O's,Food,378,Mount Pleasant
cafe,49.26436996459961,-123.16743469238281,Starbucks,Food,379,Kitsilano
theatre,49.260013580322266,-123.11532592773438,"Yuck, Yucks Comedy Club",Attraction,380,Fairview
fast_food,49.2838020324707,-123.11582946777344,Urban Sushi,Food,381,Central Business District
cafe,49.28368377685547,-123.11598205566406,Caffe Artigiano,Food,382,Central Business District
cafe,49.28480529785156,-123.11432647705078,Trees Coffee,Food,383,Central Business District
cafe,49.28473663330078,-123.11444854736328,Creme de la Crumb,Food,384,Central Business District
bicycle_rental,49.26203155517578,-123.10472106933594,10th & Ontario,Transportation,385,Mount Pleasant
pub,49.2714958190918,-123.10063934326172,Dubh Linn Gate,Nightlife,386,Mount Pleasant
fast_food,49.273033142089844,-123.10039520263672,A&W,Food,387,Central Business District
bicycle_rental,49.27001953125,-123.10012817382812,1st & Main,Transportation,388,Mount Pleasant
bicycle_rental,49.27174758911133,-123.15547943115234,York & Yew,Transportation,389,Kitsilano
cafe,49.31072235107422,-123.08126068115234,Bean Around The World,Food,390,Strathcona
cafe,49.28141403198242,-123.11946868896484,Café Crêpe,Food,391,Central Business District
restaurant,49.26926803588867,-123.13882446289062,Afghan Horsemen Restaurant,Food,392,Fairview
restaurant,49.27644729614258,-123.11951446533203,Tacofino,Food,393,Central Business District
restaurant,49.27640151977539,-123.11959838867188,West Oak,Food,394,Central Business District
cafe,49.27604293823242,-123.11963653564453,Chasers,Food,395,Central Business District
restaurant,49.27592086791992,-123.12030792236328,Wild Tale,Food,396,Central Business District
cafe,49.27568435668945,-123.12017059326172,Lime & Moon Pie Company,Food,397,Central Business District
restaurant,49.2785758972168,-123.1141128540039,Fanny Bay Oyster Bar,Food,398,Central Business District
restaurant,49.27628707885742,-123.11975860595703,The Greek by Anatoli,Food,399,Central Business District
fast_food,49.2764892578125,-123.11896514892578,Subway,Food,400,Central Business District
cafe,49.27640914916992,-123.11907958984375,Coffee House,Food,401,Central Business District
restaurant,49.2590446472168,-123.13893127441406,KYO Korean BBQ & Sushi house,Food,402,Fairview
pub,49.289798736572266,-123.11688995361328,Tap & Barrel,Nightlife,403,Central Business District
bar,49.27903366088867,-123.12359619140625,Johnnie Fox's,Nightlife,404,Central Business District
place_of_worship,49.279605865478516,-123.09886169433594,Evergreen Taoist Church Of Canada,Attraction,405,Strathcona
restaurant,49.27420425415039,-123.15375518798828,The Boathouse Restaurant,Food,406,Kitsilano
cafe,49.28617858886719,-123.12696838378906,Blenz,Food,407,West End
restaurant,49.257816314697266,-123.1650619506836,Trafalgars Bistro,Food,408,Kitsilano
cafe,49.26384353637695,-123.10004425048828,Pleasant Beans Coffee House,Food,409,Mount Pleasant
cafe,49.282161712646484,-123.10450744628906,Nelson the Seagull,Food,410,Central Business District
cafe,49.28703689575195,-123.11810302734375,Blenz Coffee,Food,411,Central Business District
fast_food,49.28982162475586,-123.1332015991211,Book Kyung Ban Jeoun & BK Karaoke,Food,412,West End
restaurant,49.2637825012207,-123.13933563232422,Bob Likes Thai Food,Food,413,Fairview
restaurant,49.23242950439453,-123.09037780761719,New Bhaia Sweet Shop and Restaurant,Food,414,Sunset
arts_centre,49.27877426147461,-123.11468505859375,The Post at 750,Attraction,415,Central Business District
fast_food,49.280784606933594,-123.1248550415039,The Alley,Food,416,Central Business District
cafe,49.29989242553711,-123.13121795654297,Ocean Wise Cafe,Food,417,Stanley Park
cafe,49.22550582885742,-123.10138702392578,Roots Café,Food,418,Sunset
bicycle_rental,49.27608871459961,-123.15132904052734,Arbutus & McNicoll,Transportation,419,Kitsilano
bicycle_rental,49.275962829589844,-123.14600372314453,Chestnut & McNicoll,Transportation,420,Kitsilano
restaurant,49.27016830444336,-123.05689239501953,Song Huong,Food,421,Grandview-Woodland
bicycle_rental,49.28151321411133,-123.12015533447266,Robson & Granville,Transportation,422,Central Business District
bicycle_rental,49.28239440917969,-123.1020278930664,Cordova & Columbia,Transportation,423,Central Business District
restaurant,49.24275207519531,-123.0604248046875,Cafe Xu Hue,Food,424,Kensington-Cedar Cottage
restaurant,49.24281692504883,-123.0605697631836,Veggie Bowl,Food,425,Kensington-Cedar Cottage
cafe,49.290443420410156,-123.11766052246094,The Cockpit,Food,426,Central Business District
restaurant,49.27865219116211,-123.09864807128906,The Ramen Butcher,Food,427,Strathcona
restaurant,49.27865982055664,-123.09891510009766,Fat Mao Noodles,Food,428,Strathcona
restaurant,49.27864074707031,-123.09801483154297,Mamie Taylor's,Food,429,Strathcona
restaurant,49.2790641784668,-123.09993743896484,Pacific Poke,Food,430,Central Business District
restaurant,49.27935791015625,-123.10021209716797,Juke,Food,431,Central Business District
restaurant,49.280517578125,-123.10016632080078,New Mitzie's Restaurant,Food,432,Central Business District
restaurant,49.28029251098633,-123.1009521484375,Sai Woo,Food,433,Central Business District
restaurant,49.28053665161133,-123.10101318359375,Jade Dynasty Restaurant,Food,434,Central Business District
restaurant,49.27503204345703,-123.07707214355469,Truck Stop Cafe,Food,435,Grandview-Woodland
restaurant,49.22555160522461,-123.05427551269531,Yu Ki BBQ Kitchen,Food,436,Victoria-Fraserview
restaurant,49.225406646728516,-123.05351257324219,Pho Thai Ha,Food,437,Victoria-Fraserview
restaurant,49.22552490234375,-123.05352783203125,Bubble Waffle Cafe,Food,438,Victoria-Fraserview
fast_food,49.27167510986328,-123.09473419189453,Subway,Food,439,Strathcona
fast_food,49.271732330322266,-123.09487915039062,Taco Del Mar,Food,440,Strathcona
restaurant,49.27177429199219,-123.0951156616211,Bibi's Kitchen,Food,441,Strathcona
pub,49.317237854003906,-123.1082534790039,Pemberton Station Neighbourhood Pub,Nightlife,442,Stanley Park
restaurant,49.21894073486328,-123.0911865234375,Dosa Hut,Food,443,Sunset
bank,49.21067428588867,-123.14080810546875,Scotiabank,Business,444,Marpole
restaurant,49.202850341796875,-123.13558197021484,Fresh Window Cafe,Food,445,Marpole
restaurant,49.22098922729492,-123.0660400390625,Lim Kee Restaurant,Food,446,Victoria-Fraserview
fast_food,49.2208137512207,-123.0656967163086,Paragon Pizza,Food,447,Victoria-Fraserview
restaurant,49.220863342285156,-123.0656967163086,Huang's Beef Noodle,Food,448,Victoria-Fraserview
restaurant,49.22043228149414,-123.065673828125,Karakoram Restaurant,Food,449,Victoria-Fraserview
bar,49.28374099731445,-123.11849975585938,Prohibition,Nightlife,450,Central Business District
restaurant,49.262386322021484,-123.05701446533203,Subway,Food,451,Grandview-Woodland
restaurant,49.233463287353516,-123.0349349975586,Peaceful Restaurant,Food,452,Renfrew-Collingwood
restaurant,49.23365020751953,-123.03530883789062,Happy Day Cafe,Food,453,Renfrew-Collingwood
restaurant,49.23448944091797,-123.03618621826172,Beijiang Restaurant,Food,454,Renfrew-Collingwood
restaurant,49.23407745361328,-123.03536987304688,The Captain's Boil,Food,455,Renfrew-Collingwood
restaurant,49.23402786254883,-123.03526306152344,Congee Noodle King,Food,456,Renfrew-Collingwood
cafe,49.233306884765625,-123.03388214111328,Milk & Sugar Cafe,Food,457,Renfrew-Collingwood
restaurant,49.23360824584961,-123.03445434570312,Hyoga Japanese Cuisine,Food,458,Renfrew-Collingwood
fast_food,49.23725128173828,-123.03255462646484,Subway,Food,459,Renfrew-Collingwood
restaurant,49.2371826171875,-123.03262329101562,Japanese Bistro Kammone,Food,460,Renfrew-Collingwood
restaurant,49.23788070678711,-123.03255462646484,Joyce Jiaozi,Food,461,Renfrew-Collingwood
cafe,49.23802947998047,-123.03229522705078,Sunflower Bubble Tea,Food,462,Renfrew-Collingwood
bank,49.23801040649414,-123.03174591064453,Community Savings Credit Union,Business,463,Renfrew-Collingwood
fast_food,49.26375198364258,-123.02421569824219,Subway,Food,464,Renfrew-Collingwood
restaurant,49.29103088378906,-123.134521484375,Flower & Horse In Spring,Food,465,West End
bank,49.291038513183594,-123.13504028320312,CIBC,Business,466,West End
restaurant,49.29157638549805,-123.13506317138672,Kintaro Ramen,Food,467,West End
restaurant,49.290870666503906,-123.13616943359375,Gon's Izakaya,Food,468,West End
cafe,49.29092025756836,-123.13652038574219,Milano Coffee Roasters,Food,469,West End
restaurant,49.29096603393555,-123.1364517211914,Ma Dang Goul,Food,470,West End
restaurant,49.291160583496094,-123.13616180419922,Zakkushi,Food,471,West End
cafe,49.29132080078125,-123.13593292236328,Breka Bakery & Cafe,Food,472,West End
restaurant,49.29140090942383,-123.13578796386719,Ukrainian Village Restaurant,Food,473,West End
restaurant,49.286956787109375,-123.14197540283203,The Blind Sparrow,Food,474,West End
restaurant,49.292236328125,-123.13467407226562,Ciao Bella Restaurant,Food,475,West End
cafe,49.29023742675781,-123.1375732421875,Blenz Coffee,Food,476,West End
cafe,49.2904167175293,-123.13727569580078,Hui Lau Shan,Food,477,West End
restaurant,49.290626525878906,-123.13697052001953,Damso Restaurant,Food,478,West End
restaurant,49.290775299072266,-123.1367416381836,Khaghan Restaurant,Food,479,West End
restaurant,49.2838134765625,-123.10661315917969,The Flying Pig Gastown,Food,480,Central Business District
restaurant,49.310001373291016,-123.08203887939453,The Fried Chicken Works Korean,Food,481,Strathcona
bar,49.31007385253906,-123.08251953125,Green Leaf Brewing,Nightlife,482,Strathcona
restaurant,49.31214904785156,-123.07703399658203,Maru Korean Bistro,Food,483,Grandview-Woodland
restaurant,49.311851501464844,-123.07648468017578,South Castle Korean Restaurant,Food,484,Grandview-Woodland
restaurant,49.283145904541016,-123.10303497314453,Rodney's Oyster House,Food,485,Central Business District
restaurant,49.288875579833984,-123.13172912597656,Sura Korean,Food,486,West End
